Timestamp;Time Difference;Recheck Interval;Change in price (min);Change in price (max);Stop Loss;Take Profit;Trailing Stop Loss;Trailing Take Profit;Holding Time Limit;Dynamic Change in Price;Holding timeout dynamic;Holding timeout sell;Session profit;Unrealised percent;Market Price;Investment value;Investment value gain;Session uptime;Session start time;Closed trades percent;Win trade count;Loss trade count;Market support;Market resistance;Dynamic;Sell all coins;Ticker list changed;Exchange symbol;Price list counter;Current exposure;Total gains;New balance;Investment gain;List Auto-create;Price timedelta;Trade slots;Dynamics state;Last trade won;Profit to trade ratio;Percent trades lost;Percent trades won;Trade support;Trade resistance;Sum Won trades;Sum Lost trades;Max holding price;Min holding price;
1625238998.8507807;1.2100000000000002;2;-0.23768269969238792;-0.19891701134902123;0.9689336128468283;0.5090798884689082;0.27934534418929147;0.01;363.0;10;up;none;-5.9375137500005705e-06;0;33479.64000000;0;0;986411.0;1625230205845.0;0.20869068837858296;2;0;-0.21829985552070458;0.46756480907145376;none;False;False;BTCUSDT;0;0;-5.94e-06;0.006494062486249999;-0.09134636538462416;False;27087316.65;1;up;none;0;0;0;0;0.27934534418929147;0.5586906883785829;-1.5;0.29097963142579675;0.29097963142579675;
1625239058.851485;1.3310000000000002;2;-0.26145096966162673;-0.1790253102141191;0.5903034263698659;0.559987877315799;0.3072798786082206;0.01;399.3;8.8669;up;none;2.511429424999941e-05;0;33479.64000000;218.45847753034403;0.8408175303440385;8851380.0;1625230205845.0;0.8369031384071378;3;0;-0.21829985552070458;0.46756480907145376;none;False;False;BTCUSDT;0;0.0;2.511e-05;0.006525114294249999;0.38637375769229865;False;27087316.65;0;up;none;0.27896771280237925;0;0.6282124500285549;0;0.27934534418929147;1.1869031384071378;-1.5;0.6282124500285549;0.29097963142579675;
1625239118.9123354;1.3310000000000002;2;-0.3228901334009127;-0.2702931636359511;0.5903034263698659;0.23673607362621737;0.39563437946904595;0.01;399.3;8.8669;up;none;2.511429424999941e-05;0;33479.64000000;218.45847753034403;0.8408175303440385;8912817.0;1625230205845.0;0.8369031384071378;3;0;-0.2965916485184319;0.21745459237492515;none;False;False;BTCUSDT;0;0.0065;2.511e-05;0.006525114294249999;0.38637375769229865;False;27087317.7;1;up;none;0.27896771280237925;0;0.6282124500285549;0;0.39563437946904595;1.1869031384071378;-1.5;0.6282124500285549;-0.08347245409015228;
1625239178.9731057;1.3310000000000002;2;-0.317075592973686;-0.2654257788366365;0.5903034263698659;0.3449853129476583;0.39563437946904595;0.01;399.3;8.8669;up;none;2.511429424999941e-05;0;33479.64000000;218.45847753034403;0.8408175303440385;8971855.0;1625230205845.0;0.8369031384071378;3;0;-0.29125068590516123;0.31688723840548255;none;False;False;BTCUSDT;0;0.0065;2.511e-05;0.006525114294249999;0.38637375769229865;False;27087318.716666665;1;up;none;0.27896771280237925;0;0.6282124500285549;0;0.39563437946904595;1.1869031384071378;-1.5;0.6282124500285549;-0.08347245409015228;
1625239239.0197635;1.3310000000000002;2;-0.39567816710477416;-0.33122443984880706;0.5903034263698659;0.3004504152686847;0.39563437946904595;0.01;399.3;8.8669;up;none;2.511429424999941e-05;0;33479.64000000;218.45847753034403;0.8408175303440385;9032783.0;1625230205845.0;0.8369031384071378;3;0;-0.3634513034767906;0.2759795817357569;none;False;False;BTCUSDT;0;0.0065;2.511e-05;0.006525114294249999;0.38637375769229865;False;27087319.75;1;up;none;0.27896771280237925;0;0.6282124500285549;0;0.39563437946904595;1.1869031384071378;-1.5;0.6282124500285549;-0.08347245409015228;
1625239299.0796254;1.3310000000000002;2;-0.3096113277411856;-0.2591774000377548;0.5903034263698659;0.3264700818226873;0.39563437946904595;0.01;399.3;8.8669;up;none;2.511429424999941e-05;0;33479.64000000;218.45847753034403;0.8408175303440385;9092112.0;1625230205845.0;0.8369031384071378;3;0;-0.2843943638894702;0.2998800203024861;none;False;False;BTCUSDT;0;0.0065;2.511e-05;0.006525114294249999;0.38637375769229865;False;27087320.8;1;up;none;0.27896771280237925;0;0.6282124500285549;0;0.39563437946904595;1.1869031384071378;-1.5;0.6282124500285549;-0.08347245409015228;
1625239359.140757;1.3310000000000002;2;-0.23211376561856809;-0.1943037508507501;0.5903034263698659;0.2982791630064992;0.39563437946904595;0.01;399.3;8.8669;up;none;2.511429424999941e-05;0;33479.64000000;218.45847753034403;0.8408175303440385;9153055.0;1625230205845.0;0.8369031384071378;3;0;-0.2132087582346591;0.2739851718075;none;False;False;BTCUSDT;0;0.0065;2.511e-05;0.006525114294249999;0.38637375769229865;False;27087321.833333332;1;up;none;0.27896771280237925;0;0.6282124500285549;0;0.39563437946904595;1.1869031384071378;-1.5;0.6282124500285549;-0.08347245409015228;
1625239419.194742;1.3310000000000002;2;-0.24044289517281708;-0.20127611248298477;0.5903034263698659;0.32384901644566555;0.39563437946904595;0.01;399.3;8.8669;up;none;2.511429424999941e-05;0;33479.64000000;218.45847753034403;0.8408175303440385;9212013.0;1625230205845.0;0.8369031384071378;3;0;-0.22085950382790093;0.2974724332608585;none;False;False;BTCUSDT;0;0.0065;2.511e-05;0.006525114294249999;0.38637375769229865;False;27087322.85;1;up;none;0.27896771280237925;0;0.6282124500285549;0;0.39563437946904595;1.1869031384071378;-1.5;0.6282124500285549;-0.16694490818030455;
1625239630.1675963;1.1979000000000002;2;-0.18975449941725012;-0.194143361684226;0.39117201262751033;0.2962606966455169;0.35607094152214136;0.01;359.37;10;up;none;4.519911249999146e-06;0;33416.49000000;0;0;9268000.0;1625230205845.0;0.6699582302268332;3;1;-0.19366614892665582;0.30236789311384094;none;False;False;BTCUSDT;0;0;4.52e-06;0.0065045199112499985;0.06953709615383301;False;27087327.166666668;0;up;none;0;0;0;0;0.39563437946904595;1.1869031384071378;-1.6669449081803045;0.6282124500285549;0.6282124500285549;
1625239690.217437;1.1979000000000002;2;-0.18975449941725012;-0.194143361684226;0.39117201262751033;0.2962606966455169;0.35607094152214136;0.01;359.37;10;up;none;4.519911249999146e-06;0;33416.49000000;217.35822456908645;0.15103956908647148;9483820.0;1625230205845.0;0.6699582302268332;3;1;-0.19366614892665582;0.30236789311384094;none;False;False;BTCUSDT;0;0.0;4.52e-06;0.0065045199112499985;0.06953709615383301;False;27087327.166666668;0;up;none;0.1674895575567083;0;0;0;0.39563437946904595;1.1869031384071378;-1.6669449081803045;0.6282124500285549;0.6282124500285549;
